,pattern,sum_diffs,match_1_piece_title,match_2_piece_title,match_1_part,match_2_part,match_1_start_measure,match_2_start_measure,match_1_end_measure,match_2_end_measure
4,"(-5, 2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,239,182,240,183
52,"(-4, 2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,239,182,240,183
78,"(-4, 2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,145,140,146,141
97,"(-4, 2, 2, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,145,140,146,141
104,"(-4, 4, -2, -2, -2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],263,91,265,92
108,"(-4, 4, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Altus,Altus,259,30,260,32
109,"(-4, 4, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Altus,Bassus,259,21,260,23
112,"(-4, 4, -2, -2, -2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,30,21,32,23
113,"(-4, 4, -2, -2, -2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,112,109,113,110
118,"(-4, 4, -2, -2, -2, 2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Sup[erius],Bassus,112,137,113,139
123,"(-4, 4, -2, -2, -2, 2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Tenor,Bassus,109,137,110,139
137,"(-3, -2, -2, -2, -2, -2)",0.08333333333333334,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Altus,Altus,73,118,74,119
141,"(-3, -2, -2, -2, -2, -2)",0.25,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Altus,Altus,73,65,74,65
148,"(-3, -2, -2, -2, -2, -2)",0.08333333333333331,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Altus,Tenor,73,132,74,133
149,"(-3, -2, -2, -2, -2, -2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Altus,Tenor,73,132,74,133
158,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Sanctus,Altus,Sup[erius],73,127,74,128
165,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Altus,Altus,73,118,74,119
180,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Altus,Bassus,73,198,74,200
186,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Sanctus,Altus,Sup[erius],73,127,74,128
201,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Tenor,31,132,32,133
243,"(-3, -2, -2, -2, -2, -2)",0.33333333333333337,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Altus,118,65,119,65
250,"(-3, -2, -2, -2, -2, -2)",0.16666666666666666,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Tenor,118,132,119,133
251,"(-3, -2, -2, -2, -2, -2)",0.8333333333333334,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Tenor,118,132,119,133
260,"(-3, -2, -2, -2, -2, -2)",0.08333333333333334,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Sup[erius],118,127,119,128
278,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Bassus,118,198,119,200
284,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Sup[erius],118,127,119,128
336,"(-3, -2, -2, -2, -2, -2)",0.16666666666666669,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,65,132,65,133
337,"(-3, -2, -2, -2, -2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,65,132,65,133
340,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,65,197,65,199
346,"(-3, -2, -2, -2, -2, -2)",0.25,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Altus,Sup[erius],65,127,65,128
356,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,65,132,66,133
358,"(-3, -2, -2, -2, -2, -2)",0.6666666666666667,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,65,132,66,133
359,"(-3, -2, -2, -2, -2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,65,197,66,199
371,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Altus,265,268,267,269
372,"(-3, -2, -2, -2, -2, -2)",0.8333333333333333,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,265,112,267,114
379,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,265,265,267,267
397,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,265,266,267,267
414,"(-3, -2, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,266,266,267,267
427,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,268,265,269,267
441,"(-3, -2, -2, -2, -2, -2)",0.8333333333333333,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,112,265,114,267
449,"(-3, -2, -2, -2, -2, -2)",0.6666666666666667,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Tenor,132,132,133,133
451,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,132,132,133,133
458,"(-3, -2, -2, -2, -2, -2)",0.08333333333333331,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Sup[erius],132,127,133,128
470,"(-3, -2, -2, -2, -2, -2)",0.75,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Sup[erius],132,127,133,128
485,"(-3, -2, -2, -2, -2, -2)",0.16666666666666669,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,132,197,133,199
509,"(-3, -2, -2, -2, -2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Bassus,Sup[erius],198,127,200,128
542,"(-3, -2, -2, -2, -2, 2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,24,24,25,25
601,"(-3, -2, -2, -2, -2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,55,52,57,54
676,"(-3, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Altus,17,14,18,16
677,"(-3, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Tenor,17,12,18,13
697,"(-3, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Tenor,14,12,16,13
745,"(-3, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Tenor,Tenor,94,232,96,234
754,"(-3, -2, -2, -2, 2, -2)",0.9166666666666667,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Altus,97,77,99,79
755,"(-3, -2, -2, -2, 2, -2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,97,102,99,104
759,"(-3, -2, -2, -2, 2, -2)",0.9166666666666667,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,97,70,99,72
760,"(-3, -2, -2, -2, 2, -2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],97,67,99,69
775,"(-3, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Bassus,77,70,79,72
785,"(-3, -2, -2, -2, 2, -2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Altus,Altus,77,63,79,65
791,"(-3, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],102,67,104,69
800,"(-3, -2, -2, -2, 2, -2)",0.9166666666666667,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Altus,102,63,104,65
850,"(-3, -2, -2, -2, 2, -2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Bassus,Altus,70,63,72,65
860,"(-3, -2, -2, -2, 2, -2)",0.9166666666666667,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,67,63,69,65
880,"(-3, -2, -2, -2, 2, -2)",1.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,52,182,54,184
884,"(-3, -2, -2, -2, 2, -2)",0.6666666666666667,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Altus,52,63,54,65
901,"(-3, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],77,81,79,83
903,"(-3, -2, -2, -2, 2, -2)",1.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,77,79,79,81
914,"(-3, -2, -2, 1, -2, 2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Bassus,Sup[erius],18,217,20,219
934,"(-3, -2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,57,62,59,64
935,"(-3, -2, -2, 1, 1, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Altus,107,28,109,30
936,"(-3, -2, -2, 1, 1, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Bassus,107,19,109,21
939,"(-3, -2, -2, 1, 1, 2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,28,19,30,21
944,"(-3, -2, -2, 1, 1, 2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,56,61,58,63
946,"(-3, -2, -2, 1, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Altus,107,28,109,30
947,"(-3, -2, -2, 1, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Bassus,107,19,109,21
954,"(-3, -2, -2, 1, 2, 2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,28,19,30,21
959,"(-3, -2, -2, 1, 2, 2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,56,61,58,63
985,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Bassus,62,62,63,63
989,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Sup[erius],Sup[erius],62,236,63,237
990,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Sup[erius],Altus,62,249,63,250
992,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Sup[erius],Tenor,62,240,63,241
998,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Tenor,22,24,23,25
1004,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Altus,Altus,22,82,23,83
1035,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Altus,24,82,25,83
1050,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Tenor,Sup[erius],59,9,60,10
1058,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],59,69,60,70
1059,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Bassus,Bassus,12,15,14,16
1087,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Sup[erius],62,236,63,237
1088,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Altus,62,249,63,250
1090,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Tenor,62,240,63,241
1121,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],9,69,10,70
1122,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Altus,236,249,237,250
1124,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Tenor,236,240,237,241
1130,"(-3, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,249,240,250,241
1150,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Tenor,Bassus,25,85,26,86
1152,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Altus,25,32,26,33
1161,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Bassus,25,40,26,41
1164,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Tenor,Tenor,25,72,26,73
1165,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Tenor,Tenor,25,133,26,133
1175,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Sanctus,Tenor,Tenor,25,71,26,71
1184,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],25,86,26,87
1188,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Tenor,Altus,25,86,26,87
1194,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Bassus,Altus,85,32,86,33
1203,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Bassus,Bassus,85,40,86,41
1206,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Tenor,85,72,86,73
1207,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Tenor,85,133,86,133
1217,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Sanctus,Bassus,Tenor,85,71,86,71
1226,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Bassus,Sup[erius],85,86,86,87
1230,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Bassus,Altus,85,86,86,87
1284,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Bassus,32,40,33,41
1287,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Tenor,32,72,33,73
1288,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Tenor,32,133,33,133
1298,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Tenor,32,71,33,71
1307,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Altus,Sup[erius],32,86,33,87
1311,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Altus,Altus,32,86,33,87
1320,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Tenor,37,45,38,46
1327,"(-3, -2, -2, 2, 2, 2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Altus,Tenor,37,133,38,133
1337,"(-3, -2, -2, 2, 2, 2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Tenor,37,71,38,71
1373,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Altus,69,133,70,134
1376,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Bassus,69,28,70,30
1411,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Altus,Tenor,76,69,77,70
1420,"(-3, -2, -2, 2, 2, 2)",0.25,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Altus,Sup[erius],76,70,77,71
1494,"(-3, -2, -2, 2, 2, 2)",0.7916666666666667,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Altus,18,60,20,63
1507,"(-3, -2, -2, 2, 2, 2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Tenor,45,133,46,133
1517,"(-3, -2, -2, 2, 2, 2)",1.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Tenor,45,71,46,71
1535,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Tenor,121,129,122,130
1546,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],121,126,122,127
1556,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],121,11,122,12
1578,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],129,126,130,127
1588,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],129,11,130,12
1602,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Bassus,Tenor,40,72,41,73
1603,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Bassus,Tenor,40,133,41,133
1613,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Bassus,Tenor,40,71,41,71
1622,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Bassus,Sup[erius],40,86,41,87
1626,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Bassus,Altus,40,86,41,87
1690,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Tenor,72,133,73,133
1700,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Tenor,72,71,73,71
1709,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],72,86,73,87
1713,"(-3, -2, -2, 2, 2, 2)",0.08333333333333331,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Tenor,Altus,72,86,73,87
1727,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Tenor,133,71,133,71
1736,"(-3, -2, -2, 2, 2, 2)",0.6666666666666667,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],133,86,133,87
1740,"(-3, -2, -2, 2, 2, 2)",0.6666666666666667,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Tenor,Altus,133,86,133,87
1763,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Altus,107,28,109,30
1767,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Bassus,107,19,109,21
1809,"(-3, -2, -2, 2, 2, 2)",1.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],84,62,85,63
1827,"(-3, -2, -2, 2, 2, 2)",0.5,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,86,82,88,84
1874,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],126,11,127,12
1892,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,102,112,103,113
1908,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,133,28,134,30
1918,"(-3, -2, -2, 2, 2, 2)",0.875,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Altus,Altus,133,60,134,63
1933,"(-3, -2, -2, 2, 2, 2)",0.25,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],69,70,70,71
1951,"(-3, -2, -2, 2, 2, 2)",0.6666666666666667,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],71,86,71,87
1955,"(-3, -2, -2, 2, 2, 2)",0.6666666666666667,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Tenor,Altus,71,86,71,87
1969,"(-3, -2, -2, 2, 2, 2)",0.875,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Bassus,Altus,28,60,30,63
1978,"(-3, -2, -2, 2, 2, 2)",0.75,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Bassus,Bassus,82,130,84,132
2050,"(-3, -2, -2, 2, 2, 2)",0.6666666666666667,Missa Ave Maria: Agnus Dei,Ave Maria,Sup[erius],Bassus,62,130,63,131
2063,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,86,86,87,87
2071,"(-3, -2, -2, 2, 2, 2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,28,19,30,21
2103,"(-3, -2, 2, 2, -3, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Altus,155,157,157,158
2104,"(-3, -2, 2, 2, -3, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Tenor,155,155,157,157
2109,"(-3, -2, 2, 2, -3, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Tenor,157,155,158,157
2122,"(-3, -2, 2, 2, -3, 2)",0.5,Missa Ave Maria: Agnus Dei,Ave Maria,Tenor,Bassus,49,138,50,139
2124,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Bassus,37,41,39,43
2125,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Bassus,37,47,39,48
2135,"(-3, -2, 2, 2, 2, -2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Altus,Altus,37,278,39,279
2145,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Altus,Sup[erius],37,56,39,57
2149,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Altus,Altus,37,53,39,55
2154,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Bassus,Bassus,41,47,43,48
2164,"(-3, -2, 2, 2, 2, -2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Altus,41,278,43,279
2174,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Bassus,Sup[erius],41,56,43,57
2178,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Bassus,Altus,41,53,43,55
2192,"(-3, -2, 2, 2, 2, -2)",0.75,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Altus,47,278,48,279
2202,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Bassus,Sup[erius],47,56,48,57
2206,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Bassus,Altus,47,53,48,55
2213,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],139,55,141,57
2238,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Tenor,121,129,123,131
2249,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],121,126,123,127
2254,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],121,11,123,13
2274,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],129,126,131,127
2279,"(-3, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],129,11,131,13
2315,"(-3, -2, 2, 2, 2, -2)",0.33333333333333337,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Altus,59,60,61,61
