,pattern,sum_diffs,match_1_piece_title,match_2_piece_title,match_1_part,match_2_part,match_1_start_measure,match_2_start_measure,match_1_end_measure,match_2_end_measure
660,"(-3, -2, 8, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,267,264,269,266
666,"(-3, 1, 2, -3, 2, -3, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Altus,191,193,193,195
667,"(-3, 1, 2, -3, 2, -3, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,191,192,193,194
668,"(-3, 1, 2, -3, 2, -3, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,191,192,193,194
671,"(-3, 1, 2, -3, 2, -3, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,193,192,195,194
672,"(-3, 1, 2, -3, 2, -3, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,193,192,195,194
675,"(-3, 1, 2, -3, 2, -3, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,192,192,194,194
681,"(-3, 1, 2, -3, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Altus,191,193,193,195
682,"(-3, 1, 2, -3, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,191,192,193,194
683,"(-3, 1, 2, -3, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,191,192,193,194
686,"(-3, 1, 2, -3, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,193,192,195,194
687,"(-3, 1, 2, -3, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,193,192,195,194
690,"(-3, 1, 2, -3, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,192,192,194,194
696,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Altus,191,192,193,194
697,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,191,191,193,193
698,"(-3, 2, -3, 1, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,191,192,193,195
699,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,191,191,193,193
700,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,191,192,193,195
702,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,192,191,194,193
703,"(-3, 2, -3, 1, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,192,192,194,195
704,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,192,191,194,193
705,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,192,192,194,195
707,"(-3, 2, -3, 1, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Tenor,191,192,193,195
708,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,191,191,193,193
709,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,191,192,193,195
711,"(-3, 2, -3, 1, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,192,191,195,193
712,"(-3, 2, -3, 1, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,192,192,195,195
714,"(-3, 2, -3, 1, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,191,192,193,195
736,"(-3, 2, -3, 2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,177,172,179,174
769,"(-3, 2, -3, 2, -2, -2, -2)",0.25,Ave Maria,Ave Maria,Altus,Tenor,67,68,70,71
770,"(-3, 2, -3, 2, -2, -2, -2)",0.25,Ave Maria,Ave Maria,Altus,Bassus,67,70,70,73
771,"(-3, 2, -3, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,68,70,71,73
772,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Altus,191,192,193,194
774,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,191,191,193,193
775,"(-3, 2, -3, 2, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,191,192,193,195
776,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,191,191,193,193
777,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,191,192,193,195
781,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,192,191,194,193
782,"(-3, 2, -3, 2, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,192,192,194,195
783,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,192,191,194,193
784,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,192,192,194,195
793,"(-3, 2, -3, 2, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Tenor,191,192,193,195
794,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,191,191,193,193
795,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,191,192,193,195
798,"(-3, 2, -3, 2, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,192,191,195,193
799,"(-3, 2, -3, 2, 2, -3, 2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,192,192,195,195
802,"(-3, 2, -3, 2, 2, -3, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,191,192,193,195
868,"(-3, 2, -3, 3, -2, -2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],75,79,78,82
869,"(-3, 2, -3, 3, -2, -2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,75,77,78,80
874,"(-3, 2, -3, 3, -2, -2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,79,77,82,80
886,"(-3, 2, -3, 3, -2, -2, -2)",0.25,Ave Maria,Ave Maria,Altus,Tenor,67,68,70,71
887,"(-3, 2, -3, 3, -2, -2, -2)",0.25,Ave Maria,Ave Maria,Altus,Bassus,67,70,70,73
888,"(-3, 2, -3, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,68,70,71,73
898,"(-3, 2, -2, -3, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,145,140,146,141
899,"(-3, 2, -2, -3, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,145,144,146,146
900,"(-3, 2, -2, -3, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,145,139,146,141
901,"(-3, 2, -2, -3, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Altus,140,144,141,146
902,"(-3, 2, -2, -3, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,140,139,141,141
903,"(-3, 2, -2, -3, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,144,139,146,141
950,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,89,28,91,30
951,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,89,92,91,94
958,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Tenor,89,178,91,180
959,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Bassus,89,33,91,35
966,"(-3, 2, -2, -2, -2, 1, -2)",0.5,Missa Ave Maria: Gloria,Ave Maria,Sup[erius],Bassus,89,139,91,141
967,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Tenor,28,92,30,94
974,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Tenor,28,178,30,180
975,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Bassus,28,33,30,35
982,"(-3, 2, -2, -2, -2, 1, -2)",0.5,Missa Ave Maria: Gloria,Ave Maria,Tenor,Bassus,28,139,30,141
989,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Tenor,92,178,94,180
990,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Bassus,92,33,94,35
997,"(-3, 2, -2, -2, -2, 1, -2)",0.5,Missa Ave Maria: Gloria,Ave Maria,Tenor,Bassus,92,139,94,141
1005,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,80,80,82,82
1067,"(-3, 2, -2, -2, -2, 1, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,178,33,180,35
1074,"(-3, 2, -2, -2, -2, 1, -2)",0.5,Missa Ave Maria: Credo,Ave Maria,Tenor,Bassus,178,139,180,141
1081,"(-3, 2, -2, -2, -2, 1, -2)",0.5,Missa Ave Maria: Credo,Ave Maria,Bassus,Bassus,33,139,35,141
1136,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],7,38,9,40
1150,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Sup[erius],Sup[erius],61,138,63,140
1158,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Sup[erius],Altus,61,6,63,8
1168,"(-3, 2, -2, -2, -2, 2, -2)",0.25,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Sup[erius],Bassus,61,173,63,175
1182,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Altus,39,81,41,83
1183,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Tenor,39,75,41,77
1220,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Tenor,81,75,83,77
1311,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Bassus,43,73,45,74
1315,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Bassus,Bassus,43,196,45,197
1396,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,89,28,91,30
1397,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,89,92,91,94
1407,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Tenor,89,178,91,180
1409,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Bassus,89,33,91,35
1426,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Gloria,Ave Maria,Sup[erius],Bassus,89,139,91,141
1430,"(-3, 2, -2, -2, -2, 2, -2)",0.25,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],138,80,140,82
1442,"(-3, 2, -2, -2, -2, 2, -2)",0.25,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Bassus,138,80,140,82
1444,"(-3, 2, -2, -2, -2, 2, -2)",0.25,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Bassus,138,173,140,175
1446,"(-3, 2, -2, -2, -2, 2, -2)",0.25,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Bassus,138,278,140,280
1458,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Tenor,28,92,30,94
1468,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Tenor,28,178,30,180
1470,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Bassus,28,33,30,35
1487,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Gloria,Ave Maria,Tenor,Bassus,28,139,30,141
1497,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Tenor,92,178,94,180
1499,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Bassus,92,33,94,35
1516,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Gloria,Ave Maria,Tenor,Bassus,92,139,94,141
1556,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,80,80,82,82
1557,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,80,133,82,135
1558,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,80,173,82,175
1560,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,80,278,82,280
1734,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Bassus,178,33,180,35
1751,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Ave Maria,Tenor,Bassus,178,139,180,141
1764,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Bassus,Altus,22,32,24,34
1786,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Ave Maria,Bassus,Bassus,33,139,35,141
1790,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,73,196,74,197
1803,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,80,133,82,135
1804,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,80,173,82,175
1806,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,80,278,82,280
1820,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,133,278,135,280
1833,"(-3, 2, -2, -2, -2, 2, -2)",0.5,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,173,278,175,280
1891,"(-3, 2, -2, -2, -2, 2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Bassus,Altus,72,87,74,89
1929,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,106,112,108,114
1930,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,106,109,108,111
1931,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],106,76,108,77
1933,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,106,83,108,84
1934,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Bassus,112,109,114,111
1935,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],112,76,114,77
1937,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Altus,112,83,114,84
1938,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Bassus,Sup[erius],109,76,111,77
1940,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Bassus,Altus,109,83,111,84
1942,"(-3, 2, -2, -2, -2, 2, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,76,83,77,84
1971,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,106,112,108,114
1972,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,106,109,108,111
1973,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],106,76,108,77
1981,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,106,83,108,84
1983,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Bassus,112,109,114,111
1984,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],112,76,114,77
1992,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Altus,112,83,114,84
1994,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Bassus,Sup[erius],109,76,111,77
2002,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Bassus,Altus,109,83,111,84
2011,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,76,83,77,84
2028,"(-3, 2, -2, -2, -2, 2, 2)",0.5,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],97,130,99,132
2029,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,97,107,99,109
2030,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,97,130,99,132
2034,"(-3, 2, -2, -2, -2, 2, 2)",0.5,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,130,107,132,109
2035,"(-3, 2, -2, -2, -2, 2, 2)",0.5,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,130,130,132,132
2039,"(-3, 2, -2, -2, -2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,107,130,109,132
2051,"(-3, 2, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Altus,78,80,80,82
2052,"(-3, 2, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Tenor,78,74,80,76
2060,"(-3, 2, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Bassus,38,42,40,44
2061,"(-3, 2, -2, -2, 2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Bassus,38,48,40,49
