,pattern,sum_diffs,match_1_piece_title,match_2_piece_title,match_1_part,match_2_part,match_1_start_measure,match_2_start_measure,match_1_end_measure,match_2_end_measure
7612,"(-2, -2, -2, 2, 2, -2, -3)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],109,231,111,233
7620,"(-2, -2, -2, 2, 2, -2, -3)",0.0,Missa Ave Maria: Gloria,Ave Maria,Tenor,[Superius],109,50,111,52
7633,"(-2, -2, -2, 2, 2, -2, -3)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Sup[erius],17,231,19,233
7641,"(-2, -2, -2, 2, 2, -2, -3)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],17,50,19,52
7650,"(-2, -2, -2, 2, 2, -2, -3)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],231,50,233,52
7667,"(-2, -2, -2, 2, 2, -2, -3)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,97,107,99,109
7692,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,107,110,109,112
7707,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,112,109,114,111
7711,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],112,17,114,19
7712,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],112,231,114,233
7721,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Sup[erius],[Superius],112,50,114,52
7726,"(-2, -2, -2, 2, 2, -2, -2)",0.5,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Bassus,124,127,126,129
7742,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],109,17,111,19
7743,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],109,231,111,233
7752,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Tenor,[Superius],109,50,111,52
7793,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Sup[erius],17,231,19,233
7802,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],17,50,19,52
7812,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],231,50,233,52
7838,"(-2, -2, -2, 2, 2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,97,107,99,109
7859,"(-2, -2, -2, 2, 2, -2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Sup[erius],118,126,119,127
7861,"(-2, -2, -2, 2, 2, -2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,118,135,119,136
7867,"(-2, -2, -2, 2, 2, -2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,126,135,127,136
7885,"(-2, -2, -2, 2, 2, -2, 2)",0.5,Missa Ave Maria: Agnus Dei,Ave Maria,Tenor,Bassus,48,138,50,139
7904,"(-2, -2, -2, 2, 2, 2, -3)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Tenor,121,129,123,131
7909,"(-2, -2, -2, 2, 2, 2, -3)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],121,126,123,127
7913,"(-2, -2, -2, 2, 2, 2, -3)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],121,11,123,13
7924,"(-2, -2, -2, 2, 2, 2, -3)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],129,126,131,127
7928,"(-2, -2, -2, 2, 2, 2, -3)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],129,11,131,13
7988,"(-2, -2, -2, 2, 2, 2, -3)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],126,11,127,13
8026,"(-2, -2, -2, 2, 2, 2, -3)",0.5,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,86,86,87,87
8040,"(-2, -2, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Tenor,Tenor,121,129,123,131
8045,"(-2, -2, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],121,126,123,127
8049,"(-2, -2, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],121,11,123,13
8058,"(-2, -2, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Sanctus,Tenor,Sup[erius],129,126,131,127
8062,"(-2, -2, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Tenor,Sup[erius],129,11,131,13
8112,"(-2, -2, -2, 2, 2, 2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],126,11,127,13
8140,"(-2, -2, -2, 2, 2, 2, -2)",0.5,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,86,86,87,87
8147,"(-2, -2, -2, 2, 2, 2, 1)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Altus,25,32,26,33
8153,"(-2, -2, -2, 2, 2, 2, 1)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Bassus,25,40,26,42
8204,"(-2, -2, -2, 2, 2, 2, 1)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Bassus,32,40,33,42
8293,"(-2, -2, -2, 2, 2, 2, 1)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Tenor,133,71,133,72
8310,"(-2, -2, -2, 2, 2, 2, 1)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,102,112,103,113
8358,"(-2, -2, -2, 2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Altus,25,32,26,33
8364,"(-2, -2, -2, 2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Bassus,25,40,26,42
8418,"(-2, -2, -2, 2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Bassus,32,40,33,42
8514,"(-2, -2, -2, 2, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Tenor,133,71,133,72
8534,"(-2, -2, -2, 2, 2, 2, 2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,102,112,103,113
8579,"(-2, -2, -2, 2, 3, -3, 2)",0.5,Missa Ave Maria: Agnus Dei,Ave Maria,Tenor,Bassus,48,138,50,139
8581,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,112,109,114,111
8582,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],112,17,114,19
8583,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],112,231,114,233
8592,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Sup[erius],[Superius],112,50,114,52
8598,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],109,17,111,19
8599,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],109,231,111,233
8608,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Tenor,[Superius],109,50,111,52
8614,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Sup[erius],17,231,19,233
8623,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],17,50,19,52
8637,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],231,50,233,52
8679,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,97,107,99,109
8724,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],113,121,115,123
8726,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,116,115,118
8727,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,124,115,126
8729,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,116,123,118
8730,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,124,123,126
8733,"(-2, -2, -2, 2, 3, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,116,124,118,126
8775,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Bassus,62,62,64,64
8900,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Altus,24,82,26,84
9177,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Altus,236,249,237,250
9180,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Tenor,236,240,237,241
9211,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,249,240,250,241
9226,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,250,241,252,243
9285,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],100,115,103,118
9286,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],100,117,103,119
9288,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,100,110,103,113
9291,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,100,118,103,121
9301,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],115,117,118,119
9303,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,115,110,118,113
9306,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,115,118,118,121
9309,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,117,110,119,113
9312,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,117,118,119,121
9321,"(-2, -2, -2, 3, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,110,118,113,121
9348,"(-2, -2, -2, 3, -2, 2, -3)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],34,36,37,39
9349,"(-2, -2, -2, 3, -2, 2, -3)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,34,34,37,37
9350,"(-2, -2, -2, 3, -2, 2, -3)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,34,36,37,39
9351,"(-2, -2, -2, 3, -2, 2, -3)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,36,34,39,37
9352,"(-2, -2, -2, 3, -2, 2, -3)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,36,36,39,39
9353,"(-2, -2, -2, 3, -2, 2, -3)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Bassus,Bassus,34,36,37,39
9365,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],7,34,10,37
9366,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],7,36,10,39
9367,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,7,34,10,37
9368,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,7,36,10,39
9384,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Sup[erius],34,36,37,39
9385,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,34,34,37,37
9386,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,34,36,37,39
9387,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,36,34,39,37
9388,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Bassus,36,36,39,39
9389,"(-2, -2, -2, 3, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Bassus,Bassus,34,36,37,39
9431,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Tenor,Bassus,93,25,94,26
9555,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,250,241,252,243
9577,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],100,115,103,118
9578,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],100,117,103,119
9580,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,100,110,103,113
9583,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,100,118,103,121
9593,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Sup[erius],115,117,118,119
9595,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,115,110,118,113
9598,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,115,118,118,121
9601,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,117,110,119,113
9604,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Bassus,117,118,119,121
9613,"(-2, -2, -2, 4, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Altus,Bassus,110,118,113,121
9621,"(-2, -2, -2, 4, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Sup[erius],245,254,246,255
9636,"(-2, -2, -2, 4, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Tenor,245,254,247,256
9684,"(-2, -2, -2, 5, -2, 1, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,31,22,33,24
9694,"(-2, -2, -2, 5, -2, 2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,31,22,33,24
9705,"(-2, -2, -2, 5, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Sup[erius],245,254,246,255
9720,"(-2, -2, -2, 5, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Tenor,Tenor,245,254,247,256
9726,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Altus,264,264,266,266
9727,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Altus,264,266,266,268
9729,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,264,264,266,266
9730,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Bassus,264,267,266,269
9732,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Altus,264,266,266,268
9734,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,264,264,266,266
9735,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,264,267,266,269
9738,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,266,264,268,266
9739,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Bassus,266,267,268,269
9744,"(-2, -2, -2, 8, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Bassus,Bassus,264,267,266,269
9778,"(-2, -2, 1, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Altus,236,249,237,250
9780,"(-2, -2, 1, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Tenor,236,240,237,241
9787,"(-2, -2, 1, -2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Altus,Tenor,249,240,250,241
9848,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Tenor,113,110,114,111
9849,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],113,18,114,19
9850,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Sup[erius],Sup[erius],113,232,114,233
9862,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Sup[erius],[Superius],113,51,114,52
9868,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],110,18,111,19
9869,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Credo,Tenor,Sup[erius],110,232,111,233
9881,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Gloria,Ave Maria,Tenor,[Superius],110,51,111,52
9887,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Credo,Sup[erius],Sup[erius],18,232,19,233
9899,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],18,51,19,52
9916,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Ave Maria,Sup[erius],[Superius],232,51,233,52
9955,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Altus,71,118,73,120
9967,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Sanctus,Missa Ave Maria: Sanctus,Sup[erius],Altus,98,108,99,109
10014,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Sup[erius],Altus,68,66,70,68
10048,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],113,121,115,123
10050,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,116,115,118
10051,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,124,115,126
10053,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,116,123,118
10054,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,124,123,126
10057,"(-2, -2, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,116,124,118,126
10058,"(-2, -2, 1, 2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Altus,25,32,26,33
10060,"(-2, -2, 1, 2, 2, 2, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Tenor,Bassus,25,41,26,42
10070,"(-2, -2, 1, 2, 2, 2, 2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Altus,Bassus,32,41,33,42
10097,"(-2, -2, 1, 2, 2, 2, 2)",0.0,Missa Ave Maria: Credo,Missa Ave Maria: Sanctus,Tenor,Tenor,133,71,134,72
10121,"(-2, -2, 1, 2, 2, 2, 2)",0.0,Missa Ave Maria: Agnus Dei,Missa Ave Maria: Agnus Dei,Altus,Bassus,28,19,30,21
10133,"(-2, -2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],113,121,115,123
10134,"(-2, -2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,116,115,118
10135,"(-2, -2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,124,115,126
10136,"(-2, -2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,116,123,118
10137,"(-2, -2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,124,123,126
10138,"(-2, -2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,116,124,118,126
10149,"(-2, -2, 2, -3, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Sup[erius],154,156,156,158
10150,"(-2, -2, 2, -3, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,154,154,156,156
10151,"(-2, -2, 2, -3, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,154,156,156,158
10155,"(-2, -2, 2, -3, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,156,154,158,156
10156,"(-2, -2, 2, -3, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Sup[erius],Bassus,156,156,158,158
10160,"(-2, -2, 2, -3, 2, 2, -2)",0.0,Missa Ave Maria: Gloria,Missa Ave Maria: Gloria,Bassus,Bassus,154,156,156,158
10225,"(-2, -2, 2, -3, 4, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,8,12,11,15
10242,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Altus,79,39,80,40
10244,"(-2, -2, 2, -2, -2, -3, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Altus,79,81,80,82
10246,"(-2, -2, 2, -2, -2, -3, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Tenor,79,75,80,76
10247,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Bassus,79,43,80,44
10248,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Sup[erius],Bassus,79,49,80,50
10249,"(-2, -2, 2, -2, -2, -3, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Gloria,Sup[erius],Altus,79,66,80,67
10251,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Credo,Sup[erius],Bassus,79,73,80,74
10253,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Sanctus,Sup[erius],Bassus,79,72,80,73
10257,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Altus,39,81,40,82
10259,"(-2, -2, 2, -2, -2, -3, 2)",0.33333333333333337,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Tenor,39,75,40,76
10260,"(-2, -2, 2, -2, -2, -3, 2)",0.0,Missa Ave Maria: Kyrie,Missa Ave Maria: Kyrie,Altus,Bassus,39,43,40,44
