Pattern Generating Match,Pattern matched,Piece Title,Part,First Note Measure Number,Last Note Measure Number,Note Durations,EMA,EMA url
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,[Bassus],109,110,"[2.0, 4.0, 3.0, 1.0, 1.0, 1.0]","109-110/5/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/109-110/5/@3.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,[Bassus],168,169,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","168-169/5/@3.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/168-169/5/@3.0-end,@start-1.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Superius,9,10,"[3.0, 1.0, 3.0, 1.0, 1.0, 1.0]","9-10/1/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/9-10/1/@4.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Superius,26,26,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","26-26/1/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/26-26/1/@1.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Superius,52,53,"[3.0, 1.0, 2.0, 4.0, 1.0, 1.0]","52-53/1/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/52-53/1/@1.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Superius,73,74,"[3.0, 1.0, 2.0, 4.0, 1.0, 1.0]","73-74/1/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/73-74/1/@1.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Superius,77,78,"[1.0, 1.0, 4.0, 4.0, 4.0, 2.0]","77-78/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/77-78/1/@1.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Contratenor,19,20,"[1.0, 1.0, 1.0, 2.0, 3.0, 1.0]","19-20/2/@3.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/19-20/2/@3.5-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Contratenor,27,28,"[0.5, 2.0, 3.0, 1.0, 1.0, 1.0]","27-28/2/@1.75-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/27-28/2/@1.75-end,@start-1.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Contratenor,84,85,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","84-85/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/84-85/2/@1.0-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Tota pulchra es,Tenor,88,90,"[2.0, 4.0, 3.0, 1.0, 1.0, 1.0]","88-90/3/@4.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/88-90/3/@4.0-end,@start-end,@start-1.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Voulant honneur,Tenor,6,8,"[1.0, 2.0, 3.0, 1.0, 4.0, 2.0]","6-8/3/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0012.mei/6-8/3/@4.5-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Voulant honneur,Tenor,16,18,"[1.0, 2.0, 3.0, 1.0, 4.0, 2.0]","16-18/3/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0012.mei/16-18/3/@4.5-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Voulant honneur,Tenor,36,37,"[1.0, 2.0, 3.0, 1.0, 4.0, 2.0]","36-37/3/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0012.mei/36-37/3/@2.5-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Voulant honneur,Tenor,46,48,"[1.0, 2.0, 3.0, 1.0, 4.0, 2.0]","46-48/3/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0012.mei/46-48/3/@4.5-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je n’en puis plus durer,Superius,45,46,"[1.0, 1.0, 4.0, 4.0, 4.0, 2.0]","45-46/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/45-46/1/@1.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je n’en puis plus durer,Contratenor,9,10,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","9-10/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/9-10/2/@1.0-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je n’en puis plus durer,Tenor,24,25,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0]","24-25/3/@2.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/24-25/3/@2.5-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je n’en puis plus durer,Bassus,11,12,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","11-12/4/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/11-12/4/@3.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Si bona suscepimus,Altus,10,12,"[6.0, 2.0, 2.0, 1.0, 1.0, 1.0]","10-12/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/10-12/2/@3.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Si bona suscepimus,Altus,17,19,"[2.0, 2.0, 4.0, 6.0, 3.0, 1.0]","17-19/2/@1.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/17-19/2/@1.0-end,@start-end,@start-1.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Si bona suscepimus,Altus,67,68,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","67-68/2/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/67-68/2/@4.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Si bona suscepimus,Altus,73,75,"[4.0, 4.0, 6.0, 1.0, 1.0, 8.0]","73-75/2/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/73-75/2/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Si bona suscepimus,Tenor,15,16,"[1.0, 1.0, 1.0, 2.0, 4.0, 2.0]","15-16/3/@1.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/15-16/3/@1.5-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,13,14,"[1.0, 2.0, 4.0, 1.0, 1.0, 2.0]","13-14/1/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/13-14/1/@2.5-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,37,38,"[1.0, 1.0, 3.0, 0.5, 0.5, 1.0]","37-38/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/37-38/1/@2.0-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,47,48,"[1.0, 2.0, 2.0, 2.0, 4.0, 2.0]","47-48/1/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/47-48/1/@2.5-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,54,56,"[1.0, 2.0, 4.0, 2.0, 4.0, 4.0]","54-56/1/@4.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/54-56/1/@4.5-end,@start-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,89,90,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","89-90/1/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/89-90/1/@3.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,99,101,"[3.0, 1.0, 4.0, 4.0, 4.0, 2.0]","99-101/1/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/99-101/1/@4.0-end,@start-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,113,114,"[2.0, 2.0, 4.0, 1.0, 1.0, 1.0]","113-114/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/113-114/1/@2.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Superior,127,128,"[1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","127-128/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/127-128/1/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,25,25,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","25-25/2/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/25-25/2/@1.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,32,34,"[1.0, 1.0, 2.0, 4.0, 2.0, 4.0]","32-34/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/32-34/2/@4.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,66,67,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0]","66-67/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/66-67/2/@2.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,104,105,"[2.0, 2.0, 3.0, 1.0, 4.0, 1.0]","104-105/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/104-105/2/@2.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,112,113,"[2.0, 2.0, 6.0, 1.0, 1.0, 2.0]","112-113/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/112-113/2/@1.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,114,115,"[1.0, 1.0, 4.0, 1.0, 1.0, 1.0]","114-115/2/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/114-115/2/@1.0-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,127,128,"[3.0, 1.0, 2.0, 2.0, 1.0, 1.0]","127-128/2/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/127-128/2/@1.0-end,@start-1.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,140,141,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","140-141/2/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/140-141/2/@1.0-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,154,155,"[1.0, 1.0, 3.0, 1.0, 2.0, 2.0]","154-155/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/154-155/2/@4.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Tenor,16,17,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","16-17/3/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/16-17/3/@1.0-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Tenor,20,21,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","20-21/3/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/20-21/3/@3.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Tenor,117,119,"[2.0, 2.0, 3.0, 1.0, 4.0, 2.0]","117-119/3/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/117-119/3/@4.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Tenor,136,138,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0]","136-138/3/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/136-138/3/@4.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Tenor,146,147,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","146-147/3/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/146-147/3/@4.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Bassus,9,10,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","9-10/4/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/9-10/4/@2.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Bassus,13,15,"[2.0, 2.0, 4.0, 2.0, 4.0, 2.0]","13-15/4/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/13-15/4/@3.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Bassus,29,29,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","29-29/4/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/29-29/4/@1.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Bassus,115,116,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","115-116/4/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/115-116/4/@3.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quo abiit dilectus tuus,Bassus,142,144,"[2.0, 2.0, 4.0, 2.0, 4.0, 2.0]","142-144/4/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/142-144/4/@3.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Discantus,8,10,"[4.0, 4.0, 6.0, 2.0, 2.0, 2.0]","8-10/1/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/8-10/1/@1.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Discantus,16,17,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","16-17/1/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/16-17/1/@3.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,4,6,"[4.0, 4.0, 6.0, 2.0, 2.0, 2.0]","4-6/2/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/4-6/2/@1.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,20,21,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","20-21/2/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/20-21/2/@3.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,55,56,"[3.0, 1.0, 3.0, 1.0, 1.0, 1.0]","55-56/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/55-56/2/@2.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Tenor,10,12,"[4.0, 4.0, 6.0, 2.0, 2.0, 2.0]","10-12/3/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/10-12/3/@1.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Bassus,6,8,"[4.0, 4.0, 6.0, 2.0, 2.0, 2.0]","6-8/4/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/6-8/4/@1.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Bassus,57,58,"[3.0, 1.0, 3.0, 1.0, 1.0, 1.0]","57-58/4/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/57-58/4/@2.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]","Benedicta es, coelorum regina",[Discantus],115,116,"[2.0, 4.0, 3.0, 1.0, 3.0, 1.0]","115-116/1/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/115-116/1/@1.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]","Benedicta es, coelorum regina",[Discantus],133,134,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","133-134/1/@2.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/133-134/1/@2.0-end,@start-1.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Cantus,22,24,"[2.0, 2.0, 2.0, 6.0, 2.0, 1.0]","22-24/1/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/22-24/1/@2.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Cantus,24,25,"[1.0, 1.0, 4.0, 1.0, 1.0, 4.0]","24-25/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/24-25/1/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Cantus,36,37,"[1.0, 1.0, 3.0, 1.0, 4.0, 2.0]","36-37/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/36-37/1/@3.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Cantus,57,59,"[2.0, 2.0, 6.0, 2.0, 4.0, 3.0]","57-59/1/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/57-59/1/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Altus,25,27,"[1.0, 2.0, 4.0, 2.0, 4.0, 3.0]","25-27/2/@4.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/25-27/2/@4.5-end,@start-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Altus,40,41,"[1.0, 1.0, 3.0, 1.0, 4.0, 2.0]","40-41/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/40-41/2/@3.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Altus,48,49,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","48-49/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/48-49/2/@1.0-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Altus,59,60,"[3.0, 1.0, 2.0, 2.0, 6.0, 1.0]","59-60/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/59-60/2/@1.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Tenor,12,14,"[2.0, 2.0, 2.0, 2.0, 4.0, 1.0]","12-14/3/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/12-14/3/@4.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Tenor,35,36,"[1.0, 2.0, 4.0, 4.0, 1.0, 1.0]","35-36/3/@2.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/35-36/3/@2.5-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Veni sponsa Christi,Tenor,44,45,"[1.0, 1.0, 3.0, 1.0, 4.0, 2.0]","44-45/3/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/44-45/3/@3.0-end,@start-4.0"
