,pattern_generating_match,pattern_matched,piece_title,part,start_measure,start_beat,start_offset,sub_group_id,predicted_type,offset_diffs,entry_number
123,"[2, 2, 2, -2, 2]","[2, 2, 2, -2, 2]",Missa Ave Maria: Kyrie,Altus,38,2.5,307,72,Fuga,"[12.5, 19.5, 12.0, 32.0]",1
122,"[2, 2, 2, -2, 2]","[2, 2, 2, -2, 2]",Missa Ave Maria: Kyrie,Sup[erius],39,4.75,319.5,72,Fuga,"[12.5, 19.5, 12.0, 32.0]",2
126,"[2, 2, 2, -2, 2]","[2, 2, 2, -2, 2]",Missa Ave Maria: Kyrie,Bassus,42,2.5,339,72,Fuga,"[12.5, 19.5, 12.0, 32.0]",3
125,"[2, 2, 2, -2, 2]","[2, 2, 2, -2, 2]",Missa Ave Maria: Kyrie,Tenor,43,4.5,351,72,Fuga,"[12.5, 19.5, 12.0, 32.0]",4
127,"[2, 2, 2, -2, 2]","[2, 2, 2, -2, 2]",Missa Ave Maria: Kyrie,Bassus,47,4.5,383,72,Fuga,"[12.5, 19.5, 12.0, 32.0]",5
179,"[2, 2, 2, 2, -2]","[2, 2, 2, 2, -2]",Missa Ave Maria: Kyrie,Sup[erius],53,2.5,427,74,Fuga,[15.0],1
181,"[2, 2, 2, 2, -2]","[2, 2, 2, 2, -2]",Missa Ave Maria: Kyrie,Altus,55,2,442,74,Fuga,[15.0],2
241,"[3, -2, 4, -2, 2]","[3, -2, 4, -2, 2]",Missa Ave Maria: Kyrie,Altus,67,3,548,78,PEN,"[16.0, 16.0, 16.0]",1
243,"[3, -2, 4, -2, 2]","[3, -2, 4, -2, 2]",Missa Ave Maria: Kyrie,Bassus,69,3,564,78,PEN,"[16.0, 16.0, 16.0]",2
240,"[3, -2, 4, -2, 2]","[3, -2, 4, -2, 2]",Missa Ave Maria: Kyrie,Sup[erius],71,3,580,78,PEN,"[16.0, 16.0, 16.0]",3
242,"[3, -2, 4, -2, 2]","[3, -2, 4, -2, 2]",Missa Ave Maria: Kyrie,Tenor,73,3,596,78,PEN,"[16.0, 16.0, 16.0]",4
10,"[4, -2, 2, -2, -2]","[4, -2, 2, -2, -2]",Missa Ave Maria: Kyrie,Altus,4,2.5,27,79,Fuga,[20.0],1
9,"[4, -2, 2, -2, -2]","[4, -2, 2, -2, -2]",Missa Ave Maria: Kyrie,Sup[erius],6,4.5,47,79,Fuga,[20.0],2
1,"[4, 1, 2, 2, -2]","[4, 1, 2, 2, -2]",Missa Ave Maria: Kyrie,Altus,1,1,0,80,Fuga,[20.0],1
0,"[4, 1, 2, 2, -2]","[4, 1, 2, 2, -2]",Missa Ave Maria: Kyrie,Sup[erius],3,3,20,80,Fuga,[20.0],2
72,"[4, 1, 2, 2, -3]","[4, 1, 2, 2, -3]",Missa Ave Maria: Kyrie,Tenor,9,3,68,81,PEN,"[20.0, 20.0, 20.0]",1
71,"[4, 1, 2, 2, -3]","[4, 1, 2, 2, -3]",Missa Ave Maria: Kyrie,Altus,12,1,88,81,PEN,"[20.0, 20.0, 20.0]",2
69,"[4, 1, 2, 2, -3]","[4, 1, 2, 2, -3]",Missa Ave Maria: Kyrie,Sup[erius],14,3,108,81,PEN,"[20.0, 20.0, 20.0]",3
73,"[4, 1, 2, 2, -3]","[4, 1, 2, 2, -3]",Missa Ave Maria: Kyrie,Tenor,17,1,128,81,PEN,"[20.0, 20.0, 20.0]",4
262,"[5, -3, 2, -3, -2]","[5, -3, 2, -3, -2]",Missa Ave Maria: Kyrie,Bassus,57,4,462,83,Fuga,[25.0],1
261,"[5, -3, 2, -3, -2]","[5, -3, 2, -3, -2]",Missa Ave Maria: Kyrie,Tenor,60,4.5,487,83,Fuga,[25.0],2
