,pattern_generating_match,pattern_matched,piece_title,part,start_measure,start_beat,end_measure,end_beat,start_offset,end_offset,note_durations,ema,ema_url
169,"(2, 2, -2, -2, -2, -2, 2)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Superius,120,2.5,122,1.0,963.0,976.0,"[1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 8.0]","120-122/1/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-122/1/@2.5-end,@start-end,@start-1.0"
170,"(2, 2, -2, -2, -2, -2, 2)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Contratenor,85,4.0,88,2.75,686.0,707.5,"[2.0, 6.0, 4.0, 2.0, 4.0, 3.0, 0.5, 0.5]","85-88/2/@4.0-end,@start-end,@start-end,@start-2.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-88/2/@4.0-end,@start-end,@start-end,@start-2.75"
171,"(2, 2, -2, -2, -2, -2, 2)","[2, 2, -2, -2, -2, -2, 1]",Veni speciosam,PrimusTenor,128,3.0,131,1.0,1028.0,1048.0,"[1.0, 1.0, 4.0, 1.0, 1.0, 4.0, 8.0, 8.0]","128-131/3/@3.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/128-131/3/@3.0-end,@start-end,@start-end,@start-1.0"
172,"(2, 2, -2, -2, -2, -2, 2)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,SecundusTenor,93,3.0,95,2.0,748.0,762.0,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 2.0]","93-95/4/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/93-95/4/@3.0-end,@start-end,@start-2.0"
173,"(2, 2, -2, -2, -2, -2, 2)","[2, 3, -2, -2, -2, -2, 2]",Veni speciosam,Bassus,7,4.0,9,3.0,54.0,68.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0]","7-9/5/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/7-9/5/@4.0-end,@start-end,@start-3.0"
174,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -2, 2, 2, 2, 2]",Veni speciosam,Superius,57,3.0,59,2.0,452.0,466.0,"[4.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 3.0]","57-59/1/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-59/1/@3.0-end,@start-end,@start-2.0"
175,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -3, 2, 2, 2, 2]",Veni speciosam,Superius,99,2.0,101,1.5,794.0,809.0,"[4.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","99-101/1/@2.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-101/1/@2.0-end,@start-end,@start-1.5"
176,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -3, 2, 2, 2, 2]",Veni speciosam,Contratenor,4,3.0,5,4.0,28.0,38.0,"[2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","4-5/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@3.0-end,@start-4.0"
177,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -2, 2, 2, 2, 2]",Veni speciosam,Contratenor,48,2.0,50,1.0,378.0,392.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0]","48-50/2/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/48-50/2/@2.0-end,@start-end,@start-1.0"
178,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -2, 2, 2, 2, 2]",Veni speciosam,Contratenor,56,3.0,58,1.0,444.0,456.0,"[4.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","56-58/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/56-58/2/@3.0-end,@start-end,@start-1.0"
179,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -2, 2, 2, 2, 2]",Veni speciosam,Contratenor,76,3.0,77,3.5,612.0,621.0,"[2.0, 3.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]","76-77/2/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/76-77/2/@3.0-end,@start-3.5"
180,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -3, 2, 2, 2, 2]",Veni speciosam,Contratenor,111,1.0,112,2.0,888.0,898.0,"[2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","111-112/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/111-112/2/@1.0-end,@start-2.0"
181,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -2, 2, 2, 2, 2]",Veni speciosam,Contratenor,118,4.0,119,3.5,950.0,957.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","118-119/2/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@4.0-end,@start-3.5"
182,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -3, 2, 2, 2, 2]",Veni speciosam,SecundusTenor,101,2.0,102,4.5,810.0,823.0,"[4.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","101-102/4/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-102/4/@2.0-end,@start-4.5"
183,"(-2, -2, -3, 2, 2, 2, 2)","[-2, -2, -3, 2, 2, 2, 2]",Veni speciosam,Bassus,109,2.75,110,3.0,875.5,884.0,"[0.5, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","109-110/5/@2.75-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/5/@2.75-end,@start-3.0"
184,"(-2, -3, 2, 2, 2, 2, 2)","[-2, -3, 2, 2, 2, 2, 2]",Veni speciosam,Superius,99,4.0,101,2.0,798.0,810.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0]","99-101/1/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-101/1/@4.0-end,@start-end,@start-2.0"
185,"(-2, -3, 2, 2, 2, 2, 2)","[-2, -2, 2, 2, 2, 2, 2]",Veni speciosam,Contratenor,48,3.0,50,2.0,380.0,394.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0]","48-50/2/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/48-50/2/@3.0-end,@start-end,@start-2.0"
186,"(-2, -3, 2, 2, 2, 2, 2)","[-2, -2, 2, 2, 2, 2, 2]",Veni speciosam,Contratenor,118,4.5,119,4.0,951.0,958.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","118-119/2/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@4.5-end,@start-4.0"
187,"(-2, -3, 2, 2, 2, 2, 2)","[-2, -3, 2, 2, 2, 2, 2]",Veni speciosam,SecundusTenor,16,2.0,17,4.5,122.0,135.0,"[4.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","16-17/4/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-17/4/@2.0-end,@start-4.5"
188,"(-2, -3, 2, 2, 2, 2, 2)","[-2, -3, 2, 2, 2, 2, 2]",Veni speciosam,SecundusTenor,101,4.0,103,1.0,814.0,824.0,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","101-103/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-103/4/@4.0-end,@start-end,@start-1.0"
189,"(-2, 2, 2, 2, 2, -2, -2)","[-2, 2, 2, 2, 2, -2, -2]",Veni speciosam,Superius,102,2.0,103,4.0,818.0,830.0,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0]","102-103/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-103/1/@2.0-end,@start-4.0"
190,"(-2, 2, 2, 2, 2, -2, -2)","[-2, 2, 2, 2, 2, -2, -2]",Veni speciosam,Contratenor,22,3.0,24,3.0,172.0,188.0,"[2.0, 3.0, 1.0, 2.0, 4.0, 3.0, 1.0, 2.0]","22-24/2/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-24/2/@3.0-end,@start-end,@start-3.0"
191,"(-2, 2, 2, 2, 2, -2, -2)","[-2, 2, 2, 2, 2, -2, -2]",Veni speciosam,Contratenor,57,2.0,58,4.0,450.0,462.0,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0]","57-58/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-58/2/@2.0-end,@start-4.0"
192,"(-2, 2, 2, 2, 2, -2, -2)","[-2, 2, 2, 2, 2, -2, -2]",Veni speciosam,Contratenor,77,1.5,78,1.5,617.0,625.0,"[0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0]","77-78/2/@1.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/77-78/2/@1.5-end,@start-1.5"
193,"(-2, 2, 2, 2, 2, -2, -2)","[-2, 2, 2, 2, 2, -2, -2]",Veni speciosam,Contratenor,120,1.5,121,2.0,961.0,970.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 4.0]","120-121/2/@1.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-121/2/@1.5-end,@start-2.0"
194,"(2, 2, 2, 2, -2, -2, -2)","[2, 2, 2, 2, -2, -2, -2]",Veni speciosam,Superius,102,3.0,104,1.0,820.0,832.0,"[1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0]","102-104/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/1/@3.0-end,@start-end,@start-1.0"
195,"(2, 2, 2, 2, -2, -2, -2)","[2, 2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,49,2.5,51,2.0,387.0,402.0,"[1.0, 2.0, 2.0, 2.0, 3.0, 1.0, 4.0, 2.0]","49-51/2/@2.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/49-51/2/@2.5-end,@start-end,@start-2.0"
196,"(2, 2, 2, 2, -2, -2, -2)","[2, 2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,53,1.5,54,1.75,417.0,425.5,"[1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.5]","53-54/2/@1.5-end,@start-1.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/2/@1.5-end,@start-1.75"
197,"(2, 2, 2, 2, -2, -2, -2)","[2, 2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,120,2.0,121,4.0,962.0,974.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 4.0, 2.0]","120-121/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-121/2/@2.0-end,@start-4.0"
198,"(2, 2, 2, 2, -2, -2, -2)","[2, 2, 2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,128,1.0,129,3.0,1024.0,1036.0,"[3.0, 1.0, 1.0, 1.0, 4.0, 1.0, 1.0, 4.0]","128-129/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/128-129/3/@1.0-end,@start-3.0"
199,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 3]",Veni speciosam,Superius,102,3.5,104,2.0,821.0,834.0,"[1.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0, 3.0]","102-104/1/@3.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/1/@3.5-end,@start-end,@start-2.0"
200,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,8,4.5,10,3.0,63.0,76.0,"[1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0]","8-10/2/@4.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-10/2/@4.5-end,@start-end,@start-3.0"
201,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,49,3.0,51,3.0,388.0,404.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 4.0, 2.0, 4.0]","49-51/2/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/49-51/2/@3.0-end,@start-end,@start-3.0"
202,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,53,2.0,54,2.0,418.0,426.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0]","53-54/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/2/@2.0-end,@start-2.0"
203,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,92,2.0,94,1.0,738.0,752.0,"[2.0, 2.0, 2.0, 4.0, 2.0, 1.0, 1.0, 4.0]","92-94/2/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/2/@2.0-end,@start-end,@start-1.0"
204,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,120,2.5,122,1.0,963.0,976.0,"[1.0, 1.0, 1.0, 3.0, 1.0, 4.0, 2.0, 16.0]","120-122/2/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-122/2/@2.5-end,@start-end,@start-1.0"
205,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,12,1.5,13,1.0,89.0,96.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","12-13/3/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/3/@1.5-end,@start-1.0"
206,"(2, 2, 2, -2, -2, -2, 3)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,92,3.0,94,2.5,740.0,755.0,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 1.0, 1.0]","92-94/3/@3.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/3/@3.0-end,@start-end,@start-2.5"
207,"(-2, 2, 2, -2, -2, -2, -2)","[-2, 2, 2, -2, -2, -2, -3]",Veni speciosam,Superius,25,2.0,27,1.5,194.0,209.0,"[4.0, 2.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0]","25-27/1/@2.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-27/1/@2.0-end,@start-end,@start-1.5"
208,"(-2, 2, 2, -2, -2, -2, -2)","[-2, 2, 2, -2, -2, -2, -2]",Veni speciosam,Superius,120,2.0,121,4.5,962.0,975.0,"[1.0, 1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","120-121/1/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-121/1/@2.0-end,@start-4.5"
209,"(-2, 2, 2, -2, -2, -2, -2)","[-2, 2, 3, -2, -2, -2, -2]",Veni speciosam,Bassus,7,1.0,9,2.0,48.0,66.0,"[6.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","7-9/5/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/7-9/5/@1.0-end,@start-end,@start-2.0"
210,"(-2, 2, 2, -2, -2, -2, -2)","[-3, 2, 2, -2, -2, -2, -2]",Veni speciosam,Bassus,12,4.0,14,4.5,94.0,111.0,"[4.0, 2.0, 4.0, 3.0, 1.0, 2.0, 1.0, 1.0]","12-14/5/@4.0-end,@start-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-14/5/@4.0-end,@start-end,@start-4.5"
211,"(-2, 2, 2, -2, -2, -2, -2)","[-3, 2, 2, -2, -2, -2, -2]",Veni speciosam,Bassus,85,4.0,87,1.0,686.0,696.0,"[3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","85-87/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-87/5/@4.0-end,@start-end,@start-1.0"
212,"(-2, -2, -2, 2, -2, -2, -2)","[-2, -2, -2, 1, -2, -2, -2]",Veni speciosam,Superius,46,2.0,49,1.0,362.0,384.0,"[4.0, 2.0, 4.0, 2.0, 4.0, 2.0, 4.0, 4.0]","46-49/1/@2.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/46-49/1/@2.0-end,@start-end,@start-end,@start-1.0"
213,"(-2, -2, -2, 2, -2, -2, -2)","[-2, -2, -2, 2, -2, -2, -2]",Veni speciosam,Superius,126,2.0,127,3.0,1010.0,1020.0,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","126-127/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/126-127/1/@2.0-end,@start-3.0"
214,"(-2, -2, -2, 2, -2, -2, -2)","[-2, -2, -2, 2, -2, -2, -2]",Veni speciosam,Superius,126,4.0,128,3.0,1014.0,1028.0,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","126-128/1/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/126-128/1/@4.0-end,@start-end,@start-3.0"
215,"(-2, -2, -2, 2, -2, -2, -2)","[-2, -2, -2, 2, -2, -2, -2]",Veni speciosam,Contratenor,27,1.0,28,2.5,208.0,219.0,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0]","27-28/2/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/27-28/2/@1.0-end,@start-2.5"
216,"(-2, -2, -2, 2, -2, -2, -2)","[-2, -2, -3, 2, -2, -2, -2]",Veni speciosam,Bassus,102,4.0,104,4.0,822.0,838.0,"[4.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0]","102-104/5/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/5/@4.0-end,@start-end,@start-4.0"
217,"(3, -2, -2, -2, -3, 2, 2)","[3, -2, -2, -2, -3, 2, 3]",Veni speciosam,Superius,2,3.0,4,2.0,12.0,26.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0]","2-4/1/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/2-4/1/@3.0-end,@start-end,@start-2.0"
218,"(3, -2, -2, -2, -3, 2, 2)","[3, -2, -2, -2, -3, 2, 2]",Veni speciosam,Contratenor,4,1.0,5,3.0,24.0,36.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0]","4-5/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@1.0-end,@start-3.0"
219,"(3, -2, -2, -2, -3, 2, 2)","[3, -2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,75,4.0,77,2.5,606.0,619.0,"[2.0, 4.0, 2.0, 3.0, 0.5, 0.5, 1.0, 1.0]","75-77/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/75-77/2/@4.0-end,@start-end,@start-2.5"
220,"(3, -2, -2, -2, -3, 2, 2)","[3, -2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,79,2.0,81,2.0,634.0,650.0,"[2.0, 4.0, 4.0, 3.0, 0.5, 0.5, 2.0, 2.0]","79-81/2/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/79-81/2/@2.0-end,@start-end,@start-2.0"
221,"(3, -2, -2, -2, -3, 2, 2)","[3, -2, -2, -2, -3, 2, 3]",Veni speciosam,PrimusTenor,6,3.0,8,2.0,44.0,58.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 4.0]","6-8/3/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/6-8/3/@3.0-end,@start-end,@start-2.0"
222,"(3, -2, -2, -2, -3, 2, 2)","[3, -2, -2, -2, -2, 2, 2]",Veni speciosam,Bassus,8,1.0,9,4.0,56.0,70.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0]","8-9/5/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/5/@1.0-end,@start-4.0"
223,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,Superius,88,1.0,90,4.5,704.0,727.0,"[4.0, 2.0, 2.0, 4.0, 6.0, 2.0, 3.0, 1.0]","88-90/1/@1.0-end,@start-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/88-90/1/@1.0-end,@start-end,@start-4.5"
224,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,Superius,94,3.0,96,3.5,756.0,773.0,"[4.0, 2.0, 2.0, 2.0, 3.0, 1.0, 3.0, 0.5]","94-96/1/@3.0-end,@start-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-96/1/@3.0-end,@start-end,@start-3.5"
225,"(-2, 2, 2, 2, -2, -2, -2)","[-2, 2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,8,4.0,10,2.5,62.0,75.0,"[1.0, 1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","8-10/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-10/2/@4.0-end,@start-end,@start-2.5"
226,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,85,2.0,88,1.0,682.0,704.0,"[2.0, 2.0, 2.0, 6.0, 4.0, 2.0, 4.0, 3.0]","85-88/2/@2.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-88/2/@2.0-end,@start-end,@start-end,@start-1.0"
227,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,91,3.0,93,4.5,732.0,751.0,"[6.0, 2.0, 2.0, 2.0, 4.0, 2.0, 1.0, 1.0]","91-93/2/@3.0-end,@start-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/91-93/2/@3.0-end,@start-end,@start-4.5"
