,pattern_generating_match,pattern_matched,piece_title,part,start_measure,start_beat,end_measure,end_beat,start_offset,end_offset,note_durations,ema,ema_url
287,"(2, 2, -3, 3, -2, -2, 2)","[2, 2, -3, 4, -2, -2, 2]",Veni speciosam,PrimusTenor,87,4.0,89,2.0,702.0,714.0,"[2.0, 2.0, 2.0, 2.0, 3.0, 0.5, 0.5, 2.0]","87-89/3/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/87-89/3/@4.0-end,@start-end,@start-2.0"
288,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Superius,41,2.0,43,3.0,322.0,340.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","41-43/1/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/41-43/1/@2.0-end,@start-end,@start-3.0"
289,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Superius,45,2.0,47,3.0,354.0,372.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]","45-47/1/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/45-47/1/@2.0-end,@start-end,@start-3.0"
290,"(2, -3, 2, 2, -2, -2, -2)","[2, -2, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,15,4.5,17,3.0,119.0,132.0,"[1.0, 3.0, 1.0, 2.0, 4.0, 1.0, 1.0, 3.0]","15-17/2/@4.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/15-17/2/@4.5-end,@start-end,@start-3.0"
291,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Contratenor,43,4.0,46,1.0,342.0,360.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]","43-46/2/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/43-46/2/@4.0-end,@start-end,@start-end,@start-1.0"
292,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 2, -2, -2, -2]",Veni speciosam,Contratenor,66,4.5,67,4.5,527.0,535.0,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","66-67/2/@4.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/66-67/2/@4.5-end,@start-4.5"
293,"(2, -3, 2, 2, -2, -2, -2)","[3, -3, 2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,13,3.0,15,1.0,100.0,112.0,"[2.0, 3.0, 1.0, 2.0, 3.0, 0.5, 0.5, 2.0]","13-15/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/13-15/3/@3.0-end,@start-end,@start-1.0"
294,"(2, -3, 2, 2, -2, -2, -2)","[1, -3, 2, 2, -2, -2, -2]",Veni speciosam,SecundusTenor,14,3.0,16,1.0,108.0,120.0,"[2.0, 3.0, 1.0, 2.0, 3.0, 0.5, 0.5, 2.0]","14-16/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/14-16/4/@3.0-end,@start-end,@start-1.0"
295,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,SecundusTenor,38,2.0,40,3.0,298.0,316.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","38-40/4/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-40/4/@2.0-end,@start-end,@start-3.0"
296,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Bassus,40,2.0,42,3.0,314.0,332.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","40-42/5/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/40-42/5/@2.0-end,@start-end,@start-3.0"
297,"(2, -3, 2, 2, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Bassus,43,2.0,45,3.0,338.0,356.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","43-45/5/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/43-45/5/@2.0-end,@start-end,@start-3.0"
298,"(3, -2, -2, -2, -2, 2, 2)","[2, -2, -2, -2, -2, 2, 2]",Veni speciosam,Superius,24,2.0,26,2.0,186.0,202.0,"[2.0, 3.0, 1.0, 2.0, 4.0, 2.0, 2.0, 4.0]","24-26/1/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-26/1/@2.0-end,@start-end,@start-2.0"
299,"(3, -2, -2, -2, -2, 2, 2)","[2, -2, -2, -2, -2, 2, 2]",Veni speciosam,Superius,95,3.0,97,1.0,764.0,776.0,"[2.0, 3.0, 1.0, 3.0, 0.5, 0.5, 2.0, 8.0]","95-97/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-97/1/@3.0-end,@start-end,@start-1.0"
300,"(3, -2, -2, -2, -2, 2, 2)","[3, -2, -2, -2, -3, 2, 2]",Veni speciosam,Contratenor,4,1.0,5,3.0,24.0,36.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0]","4-5/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@1.0-end,@start-3.0"
301,"(3, -2, -2, -2, -2, 2, 2)","[3, -2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,75,4.0,77,2.5,606.0,619.0,"[2.0, 4.0, 2.0, 3.0, 0.5, 0.5, 1.0, 1.0]","75-77/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/75-77/2/@4.0-end,@start-end,@start-2.5"
302,"(3, -2, -2, -2, -2, 2, 2)","[3, -2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,79,2.0,81,2.0,634.0,650.0,"[2.0, 4.0, 4.0, 3.0, 0.5, 0.5, 2.0, 2.0]","79-81/2/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/79-81/2/@2.0-end,@start-end,@start-2.0"
303,"(3, -2, -2, -2, -2, 2, 2)","[2, -2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,86,1.0,88,3.0,688.0,708.0,"[6.0, 4.0, 2.0, 4.0, 3.0, 0.5, 0.5, 4.0]","86-88/2/@1.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/86-88/2/@1.0-end,@start-end,@start-3.0"
304,"(3, -2, -2, -2, -2, 2, 2)","[2, -2, -2, -2, -2, 2, 2]",Veni speciosam,SecundusTenor,93,4.0,95,3.0,750.0,764.0,"[2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 2.0, 2.0]","93-95/4/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/93-95/4/@4.0-end,@start-end,@start-3.0"
305,"(3, -2, -2, -2, -2, 2, 2)","[3, -2, -2, -2, -2, 2, 2]",Veni speciosam,Bassus,8,1.0,9,4.0,56.0,70.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0]","8-9/5/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/5/@1.0-end,@start-4.0"
306,"(-2, -2, -2, -2, 2, 2, 2)","[-2, -2, -2, -3, 2, 2, 2]",Veni speciosam,Contratenor,4,2.0,5,3.5,26.0,37.0,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0]","4-5/2/@2.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@2.0-end,@start-3.5"
307,"(-2, -2, -2, -2, 2, 2, 2)","[-2, -2, -2, -2, 2, 2, 2]",Veni speciosam,Contratenor,76,1.0,77,3.0,608.0,620.0,"[4.0, 2.0, 3.0, 0.5, 0.5, 1.0, 1.0, 1.0]","76-77/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/76-77/2/@1.0-end,@start-3.0"
308,"(-2, -2, -2, -2, 2, 2, 2)","[-2, -2, -2, -2, 2, 2, 1]",Veni speciosam,Contratenor,86,4.0,89,1.0,694.0,712.0,"[4.0, 2.0, 4.0, 3.0, 0.5, 0.5, 4.0, 12.0]","86-89/2/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/86-89/2/@4.0-end,@start-end,@start-end,@start-1.0"
309,"(-2, -2, -2, -2, 2, 2, 2)","[-2, -2, -2, -2, 2, 2, 2]",Veni speciosam,Contratenor,118,3.5,119,3.0,949.0,956.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","118-119/2/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@3.5-end,@start-3.0"
310,"(-2, -2, -2, -2, 2, 2, 2)","[-2, -2, -2, -2, 2, 2, 2]",Veni speciosam,SecundusTenor,82,3.0,83,3.0,660.0,668.0,"[3.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 2.0]","82-83/4/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/4/@3.0-end,@start-3.0"
311,"(2, 2, 2, 2, -2, -2, 1)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Contratenor,22,4.0,24,4.0,174.0,190.0,"[3.0, 1.0, 2.0, 4.0, 3.0, 1.0, 2.0, 2.0]","22-24/2/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-24/2/@4.0-end,@start-end,@start-4.0"
312,"(2, 2, 2, 2, -2, -2, 1)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Contratenor,57,3.0,59,1.0,452.0,464.0,"[1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0]","57-59/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-59/2/@3.0-end,@start-end,@start-1.0"
313,"(2, 2, 2, 2, -2, -2, 1)","[2, 2, 2, 2, -2, -2, 1]",Veni speciosam,Contratenor,77,1.75,78,2.0,617.5,626.0,"[0.5, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 4.0]","77-78/2/@1.75-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/77-78/2/@1.75-end,@start-2.0"
314,"(2, 2, 2, 2, -2, -2, 1)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Contratenor,119,2.0,120,2.5,954.0,963.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","119-120/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/2/@2.0-end,@start-2.5"
315,"(2, 2, 2, 2, -2, -2, 1)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Bassus,10,4.0,11,4.0,78.0,86.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0]","10-11/5/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/10-11/5/@4.0-end,@start-4.0"
316,"(2, 2, 2, -2, -2, 2, 2)","[2, 2, 2, -3, -2, 2, 2]",Veni speciosam,Superius,22,1.0,23,3.0,168.0,180.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","22-23/1/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/1/@1.0-end,@start-3.0"
317,"(2, 2, 2, -2, -2, 2, 2)","[2, 2, 2, -3, -2, 2, 2]",Veni speciosam,Contratenor,21,3.0,23,2.0,164.0,178.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","21-23/2/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-23/2/@3.0-end,@start-end,@start-2.0"
318,"(2, 2, 2, -2, -2, 2, 2)","[2, 2, 1, -2, -2, 2, 2]",Veni speciosam,Contratenor,65,3.0,67,1.0,516.0,528.0,"[3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","65-67/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/65-67/2/@3.0-end,@start-end,@start-1.0"
319,"(2, 2, 2, -2, -2, 2, 2)","[2, 2, 2, -2, -2, 2, 2]",Veni speciosam,Contratenor,119,2.5,120,3.0,955.0,964.0,"[1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0]","119-120/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/2/@2.5-end,@start-3.0"
320,"(2, 2, 2, -2, -2, 2, 2)","[2, 2, 2, -3, -2, 2, 2]",Veni speciosam,PrimusTenor,25,1.0,26,3.0,192.0,204.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0]","25-26/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/3/@1.0-end,@start-3.0"
321,"(2, 2, 2, -2, -2, 2, 2)","[2, 2, 2, -2, -2, 2, 2]",Veni speciosam,Bassus,10,4.5,12,1.0,79.0,88.0,"[1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0, 4.0]","10-12/5/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/10-12/5/@4.5-end,@start-end,@start-1.0"
322,"(2, 2, -2, -2, 2, 2, 2)","[2, 1, -2, -2, 2, 2, 2]",Veni speciosam,Superius,63,2.0,64,3.5,498.0,509.0,"[2.0, 3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","63-64/1/@2.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-64/1/@2.0-end,@start-3.5"
323,"(2, 2, -2, -2, 2, 2, 2)","[2, 2, -3, -2, 2, 2, 2]",Veni speciosam,Contratenor,21,4.0,23,3.0,166.0,180.0,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","21-23/2/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-23/2/@4.0-end,@start-end,@start-3.0"
324,"(2, 2, -2, -2, 2, 2, 2)","[2, 2, -2, -2, 2, 2, 2]",Veni speciosam,Contratenor,119,3.0,120,3.5,956.0,965.0,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0]","119-120/2/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/2/@3.0-end,@start-3.5"
325,"(2, 2, -2, -2, 2, 2, 2)","[2, 2, -3, -2, 2, 2, 2]",Veni speciosam,PrimusTenor,25,2.0,26,4.0,194.0,206.0,"[2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0]","25-26/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/3/@2.0-end,@start-4.0"
326,"(2, 2, -2, -2, 2, 2, 2)","[2, 2, -3, -2, 2, 2, 2]",Veni speciosam,Bassus,9,2.0,10,4.5,66.0,79.0,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0]","9-10/5/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-10/5/@2.0-end,@start-4.5"
327,"(2, -2, -2, 2, 2, 2, 2)","[1, -2, -2, 2, 2, 2, 2]",Veni speciosam,Superius,63,3.0,64,4.0,500.0,510.0,"[3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 4.0]","63-64/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-64/1/@3.0-end,@start-4.0"
328,"(2, -2, -2, 2, 2, 2, 2)","[1, -2, -2, 2, 2, 2, 2]",Veni speciosam,Superius,101,3.5,103,1.0,813.0,824.0,"[1.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","101-103/1/@3.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-103/1/@3.5-end,@start-end,@start-1.0"
329,"(2, -2, -2, 2, 2, 2, 2)","[2, -3, -2, 2, 2, 2, 2]",Veni speciosam,Contratenor,22,1.0,24,1.0,168.0,184.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 4.0, 3.0]","22-24/2/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-24/2/@1.0-end,@start-end,@start-1.0"
330,"(2, -2, -2, 2, 2, 2, 2)","[2, -2, -2, 2, 2, 2, 2]",Veni speciosam,Contratenor,119,3.5,120,4.0,957.0,966.0,"[1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","119-120/2/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/2/@3.5-end,@start-4.0"
331,"(2, -2, -2, 2, 2, 2, 2)","[2, -3, -2, 2, 2, 2, 2]",Veni speciosam,PrimusTenor,25,3.0,27,1.0,196.0,208.0,"[2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0]","25-27/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-27/3/@3.0-end,@start-end,@start-1.0"
332,"(2, -2, -2, 2, 2, 2, 2)","[2, -3, -2, 2, 2, 2, 2]",Veni speciosam,Bassus,9,3.0,11,1.0,68.0,80.0,"[2.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0]","9-11/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-11/5/@3.0-end,@start-end,@start-1.0"
333,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 1, -3]",Veni speciosam,Superius,11,2.0,13,2.0,82.0,98.0,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0]","11-13/1/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/11-13/1/@2.0-end,@start-end,@start-2.0"
334,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -4]",Veni speciosam,Superius,36,2.0,38,1.0,282.0,296.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0]","36-38/1/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/36-38/1/@2.0-end,@start-end,@start-1.0"
335,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -2]",Veni speciosam,Superius,125,4.0,127,1.0,1006.0,1016.0,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","125-127/1/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/125-127/1/@4.0-end,@start-end,@start-1.0"
336,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -4]",Veni speciosam,Contratenor,35,4.0,37,3.0,278.0,292.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0]","35-37/2/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/35-37/2/@4.0-end,@start-end,@start-3.0"
337,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -3]",Veni speciosam,PrimusTenor,30,2.0,32,1.0,234.0,248.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0]","30-32/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-32/3/@2.0-end,@start-end,@start-1.0"
338,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -4]",Veni speciosam,PrimusTenor,38,2.0,40,1.0,298.0,312.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 4.0]","38-40/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-40/3/@2.0-end,@start-end,@start-1.0"
339,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -4]",Veni speciosam,SecundusTenor,32,4.0,35,1.0,254.0,272.0,"[2.0, 4.0, 4.0, 3.0, 1.0, 2.0, 2.0, 2.0]","32-35/4/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-35/4/@4.0-end,@start-end,@start-end,@start-1.0"
340,"(2, 3, -2, -2, -2, 2, -3)","[2, 3, -2, -2, -2, 2, -4]",Veni speciosam,Bassus,31,4.0,33,3.0,246.0,260.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0]","31-33/5/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/31-33/5/@4.0-end,@start-end,@start-3.0"
341,"(3, -2, -2, -2, 2, -3, 2)","[3, -2, -2, -2, 1, -3, 2]",Veni speciosam,Superius,11,3.0,13,3.0,84.0,100.0,"[2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 4.0]","11-13/1/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/11-13/1/@3.0-end,@start-end,@start-3.0"
342,"(3, -2, -2, -2, 2, -3, 2)","[3, -2, -2, -2, 2, -4, 2]",Veni speciosam,Superius,36,3.0,38,1.5,284.0,297.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0]","36-38/1/@3.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/36-38/1/@3.0-end,@start-end,@start-1.5"
343,"(3, -2, -2, -2, 2, -3, 2)","[3, -2, -2, -2, 2, -2, 2]",Veni speciosam,Superius,82,4.0,84,3.0,662.0,676.0,"[2.0, 3.0, 0.5, 0.5, 2.0, 4.0, 2.0, 4.0]","82-84/1/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-84/1/@4.0-end,@start-end,@start-3.0"
344,"(3, -2, -2, -2, 2, -3, 2)","[2, -2, -2, -2, 2, -3, 2]",Veni speciosam,PrimusTenor,8,4.0,10,3.0,62.0,76.0,"[2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 4.0, 8.0]","8-10/3/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-10/3/@4.0-end,@start-end,@start-3.0"
345,"(3, -2, -2, -2, 2, -3, 2)","[3, -2, -2, -2, 2, -3, 2]",Veni speciosam,PrimusTenor,30,3.0,32,1.5,236.0,249.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0]","30-32/3/@3.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-32/3/@3.0-end,@start-end,@start-1.5"
346,"(3, -2, -2, -2, 2, -3, 2)","[3, -2, -2, -2, 2, -4, 2]",Veni speciosam,Bassus,32,1.0,33,3.5,248.0,261.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0]","32-33/5/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/5/@1.0-end,@start-3.5"
