Pattern_Generating_Match,Pattern_matched,Piece_Title,Part,First Note Measure Number,Last Note Measure Number,Note_Durations,EMA,EMA url
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,Superius,37,38,"[3.0, 1.0, 2.0, 2.0, 1.0]","37-38/1/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/37-38/1/@1.0-end,@start-1.0"
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,Contratenor,24,25,"[3.0, 1.0, 2.0, 2.0, 2.0]","24-25/2/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-25/2/@1.0-end,@start-1.0"
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,Contratenor,36,37,"[3.0, 1.0, 2.0, 2.0, 2.0]","36-37/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/36-37/2/@3.0-end,@start-3.0"
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,PrimusTenor,39,40,"[3.0, 1.0, 2.0, 2.0, 4.0]","39-40/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/39-40/3/@1.0-end,@start-1.0"
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,SecundusTenor,34,35,"[3.0, 1.0, 2.0, 2.0, 2.0]","34-35/4/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/34-35/4/@1.0-end,@start-1.0"
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,Bassus,32,33,"[3.0, 1.0, 2.0, 2.0, 1.0]","32-33/5/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/5/@3.0-end,@start-3.0"
"[-2, -2, 2, -4]","[-2, -2, 2, -4]",Veni speciosam,Bassus,82,83,"[3.0, 1.0, 2.0, 2.0, 1.0]","82-83/5/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/5/@1.0-end,@start-1.0"
"[-2, 2, -4, 2]","[-2, 2, -4, 2]",Veni speciosam,Superius,37,38,"[1.0, 2.0, 2.0, 1.0, 1.0]","37-38/1/@2.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/37-38/1/@2.5-end,@start-1.5"
"[-2, 2, -4, 2]","[-2, 2, -4, 2]",Veni speciosam,Superius,60,61,"[4.0, 2.0, 2.0, 3.0, 1.0]","60-61/1/@2.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/60-61/1/@2.0-end,@start-3.5"
"[-2, 2, -4, 2]","[-2, 2, -4, 2]",Veni speciosam,Bassus,32,33,"[1.0, 2.0, 2.0, 1.0, 1.0]","32-33/5/@4.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/5/@4.5-end,@start-3.5"
"[-2, 2, -4, 2]","[-2, 2, -4, 2]",Veni speciosam,Bassus,82,83,"[1.0, 2.0, 2.0, 1.0, 1.0]","82-83/5/@2.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/5/@2.5-end,@start-1.5"
"[2, -4, 2, 2]","[2, -4, 2, 2]",Veni speciosam,Superius,37,38,"[2.0, 2.0, 1.0, 1.0, 1.0]","37-38/1/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/37-38/1/@3.0-end,@start-2.0"
"[2, -4, 2, 2]","[2, -4, 2, 2]",Veni speciosam,Superius,60,61,"[2.0, 2.0, 3.0, 1.0, 1.0]","60-61/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/60-61/1/@4.0-end,@start-4.0"
"[2, -4, 2, 2]","[2, -4, 2, 2]",Veni speciosam,Contratenor,52,53,"[2.0, 2.0, 1.0, 1.0, 1.0]","52-53/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/52-53/2/@3.0-end,@start-2.0"
"[2, -4, 2, 2]","[2, -4, 2, 2]",Veni speciosam,Bassus,33,33,"[2.0, 2.0, 1.0, 1.0, 1.0]","33-33/5/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/33-33/5/@1.0-end,@start-4.0"
"[2, -4, 2, 2]","[2, -4, 2, 2]",Veni speciosam,Bassus,82,83,"[2.0, 2.0, 1.0, 1.0, 1.0]","82-83/5/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/5/@3.0-end,@start-2.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Superius,38,38,"[1.0, 1.0, 1.0, 1.0, 2.0]","38-38/1/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-38/1/@1.0-end,@start-3.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Superius,61,62,"[3.0, 1.0, 1.0, 1.0, 2.0]","61-62/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/61-62/1/@2.0-end,@start-1.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Superius,66,66,"[1.0, 1.0, 1.0, 1.0, 1.0]","66-66/1/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/66-66/1/@1.0-end,@start-3.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Contratenor,30,31,"[1.0, 1.0, 1.0, 1.0, 3.0]","30-31/2/@3.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-31/2/@3.0-end,@start-1.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Contratenor,46,47,"[3.0, 1.0, 1.0, 1.0, 4.0]","46-47/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/46-47/2/@4.0-end,@start-3.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Contratenor,66,67,"[1.0, 1.0, 1.0, 1.0, 2.0]","66-67/2/@4.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/66-67/2/@4.0-end,@start-2.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Contratenor,95,96,"[3.0, 1.0, 2.0, 2.0, 4.0]","95-96/2/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-96/2/@1.0-end,@start-1.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Contratenor,99,99,"[3.0, 1.0, 1.0, 1.0, 2.0]","99-99/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-99/2/@1.0-end,@start-4.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Contratenor,112,112,"[1.0, 1.0, 1.0, 1.0, 3.0]","112-112/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/112-112/2/@1.0-end,@start-3.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,PrimusTenor,32,32,"[1.0, 1.0, 1.0, 1.0, 2.0]","32-32/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-32/3/@2.0-end,@start-4.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,PrimusTenor,85,85,"[1.0, 1.0, 1.0, 1.0, 4.0]","85-85/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-85/3/@1.0-end,@start-3.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,PrimusTenor,124,125,"[1.0, 2.0, 2.0, 2.0, 2.0]","124-125/3/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-125/3/@4.5-end,@start-4.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,SecundusTenor,13,14,"[1.0, 1.0, 1.0, 1.0, 2.0]","13-14/4/@4.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/13-14/4/@4.0-end,@start-2.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,SecundusTenor,17,18,"[1.0, 1.0, 1.0, 1.0, 2.0]","17-18/4/@4.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/17-18/4/@4.0-end,@start-2.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,SecundusTenor,83,84,"[1.0, 1.0, 2.0, 2.0, 2.0]","83-84/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/83-84/4/@2.0-end,@start-1.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,SecundusTenor,85,86,"[3.0, 1.0, 1.0, 1.0, 2.0]","85-86/4/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-86/4/@3.0-end,@start-2.0"
"[2, 2, -3, 2]","[2, 2, -3, 2]",Veni speciosam,Bassus,83,84,"[1.0, 1.0, 2.0, 2.0, 2.0]","83-84/5/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/83-84/5/@2.0-end,@start-1.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Superius,38,38,"[1.0, 1.0, 1.0, 2.0, 1.0]","38-38/1/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-38/1/@1.5-end,@start-4.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Superius,61,62,"[1.0, 1.0, 1.0, 2.0, 4.0]","61-62/1/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/61-62/1/@3.5-end,@start-2.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Contratenor,30,31,"[1.0, 1.0, 1.0, 3.0, 1.0]","30-31/2/@3.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-31/2/@3.5-end,@start-2.5"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Contratenor,95,96,"[1.0, 2.0, 2.0, 4.0, 4.0]","95-96/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-96/2/@2.5-end,@start-3.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Contratenor,99,100,"[1.0, 1.0, 1.0, 2.0, 4.0]","99-100/2/@2.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-100/2/@2.5-end,@start-1.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Contratenor,112,112,"[1.0, 1.0, 1.0, 3.0, 1.0]","112-112/2/@1.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/112-112/2/@1.5-end,@start-4.5"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,PrimusTenor,85,86,"[1.0, 1.0, 1.0, 4.0, 3.0]","85-86/3/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-86/3/@1.5-end,@start-1.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,SecundusTenor,13,14,"[1.0, 1.0, 1.0, 2.0, 2.0]","13-14/4/@4.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/13-14/4/@4.5-end,@start-3.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,SecundusTenor,17,18,"[1.0, 1.0, 1.0, 2.0, 8.0]","17-18/4/@4.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/17-18/4/@4.5-end,@start-3.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,SecundusTenor,85,86,"[1.0, 1.0, 1.0, 2.0, 4.0]","85-86/4/@4.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-86/4/@4.5-end,@start-3.0"
"[2, -3, 2, -2]","[2, -3, 2, -2]",Veni speciosam,Bassus,34,36,"[2.0, 2.0, 2.0, 4.0, 4.0]","34-36/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/34-36/5/@4.0-end,@start-end,@start-1.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,Superius,38,39,"[1.0, 2.0, 1.0, 1.0, 1.0]","38-39/1/@2.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-39/1/@2.5-end,@start-1.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,Contratenor,8,9,"[2.0, 1.0, 1.0, 2.0, 2.0]","8-9/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/2/@3.0-end,@start-2.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,Contratenor,14,15,"[0.5, 4.0, 1.0, 1.0, 1.0]","14-15/2/@4.75-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/14-15/2/@4.75-end,@start-4.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,Contratenor,15,16,"[1.0, 3.0, 1.0, 2.0, 4.0]","15-16/2/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/15-16/2/@4.5-end,@start-4.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,PrimusTenor,11,12,"[2.0, 1.0, 1.0, 1.0, 1.0]","11-12/3/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/11-12/3/@4.0-end,@start-2.5"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,PrimusTenor,27,28,"[2.0, 1.0, 1.0, 1.0, 1.0]","27-28/3/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/27-28/3/@4.0-end,@start-2.5"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,PrimusTenor,99,100,"[2.0, 3.0, 0.5, 0.5, 1.0]","99-100/3/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-100/3/@2.0-end,@start-1.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,SecundusTenor,20,21,"[1.0, 2.0, 2.0, 2.0, 2.0]","20-21/4/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/20-21/4/@4.5-end,@start-4.0"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,SecundusTenor,35,36,"[1.0, 1.0, 1.0, 1.0, 1.0]","35-36/4/@4.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/35-36/4/@4.5-end,@start-2.5"
"[2, -2, 2, 2]","[2, -2, 2, 2]",Veni speciosam,Bassus,96,97,"[2.0, 3.0, 0.5, 0.5, 2.0]","96-97/5/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/96-97/5/@2.0-end,@start-1.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Superius,38,39,"[2.0, 1.0, 1.0, 1.0, 1.0]","38-39/1/@3.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-39/1/@3.0-end,@start-1.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Superius,58,59,"[4.0, 1.0, 1.0, 1.0, 1.0]","58-59/1/@2.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/58-59/1/@2.0-end,@start-1.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Superius,64,64,"[2.0, 1.0, 1.0, 1.0, 1.0]","64-64/1/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/64-64/1/@1.0-end,@start-3.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Superius,102,102,"[2.0, 1.0, 1.0, 1.0, 1.0]","102-102/1/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-102/1/@2.0-end,@start-4.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Superius,108,109,"[2.0, 3.0, 1.0, 2.0, 2.0]","108-109/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/108-109/1/@4.0-end,@start-4.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,8,9,"[1.0, 1.0, 2.0, 2.0, 2.0]","8-9/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/2/@4.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,15,15,"[4.0, 1.0, 1.0, 1.0, 1.0]","15-15/2/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/15-15/2/@1.0-end,@start-4.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,22,23,"[2.0, 3.0, 1.0, 2.0, 4.0]","22-23/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/2/@3.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,30,30,"[2.0, 2.0, 1.0, 1.0, 1.0]","30-30/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-30/2/@1.0-end,@start-4.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,48,49,"[2.0, 3.0, 1.0, 2.0, 2.0]","48-49/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/48-49/2/@4.0-end,@start-4.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,57,57,"[2.0, 1.0, 1.0, 1.0, 1.0]","57-57/2/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-57/2/@2.0-end,@start-4.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,77,77,"[0.5, 0.5, 1.0, 1.0, 1.0]","77-77/2/@1.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/77-77/2/@1.5-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,102,103,"[2.0, 3.0, 1.0, 2.0, 4.0]","102-103/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-103/2/@3.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,119,119,"[1.0, 1.0, 1.0, 1.0, 1.0]","119-119/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-119/2/@1.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,Contratenor,120,120,"[1.0, 1.0, 1.0, 1.0, 1.0]","120-120/2/@1.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-120/2/@1.5-end,@start-3.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,PrimusTenor,12,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","12-12/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-12/3/@1.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,PrimusTenor,26,26,"[2.0, 1.0, 1.0, 2.0, 2.0]","26-26/3/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/26-26/3/@1.0-end,@start-4.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,PrimusTenor,28,28,"[1.0, 1.0, 1.0, 1.0, 4.0]","28-28/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/28-28/3/@1.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,PrimusTenor,94,94,"[2.0, 1.0, 1.0, 1.0, 1.0]","94-94/3/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-94/3/@1.0-end,@start-3.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,PrimusTenor,99,100,"[3.0, 0.5, 0.5, 1.0, 1.0]","99-100/3/@3.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-100/3/@3.0-end,@start-1.5"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,SecundusTenor,13,14,"[3.0, 1.0, 1.0, 1.0, 1.0]","13-14/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/13-14/4/@2.0-end,@start-1.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,SecundusTenor,21,22,"[2.0, 2.0, 2.0, 2.0, 4.0]","21-22/4/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-22/4/@1.0-end,@start-1.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,SecundusTenor,36,36,"[1.0, 1.0, 1.0, 1.0, 2.0]","36-36/4/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/36-36/4/@1.0-end,@start-3.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,SecundusTenor,44,45,"[2.0, 2.0, 2.0, 2.0, 4.0]","44-45/4/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/44-45/4/@1.0-end,@start-1.0"
"[-2, 2, 2, 2]","[-2, 2, 2, 2]",Veni speciosam,SecundusTenor,83,83,"[1.0, 1.0, 1.0, 1.0, 2.0]","83-83/4/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/83-83/4/@1.0-end,@start-3.0"
