,pattern,sum_diffs,match_1_piece_title,match_2_piece_title,match_1_part,match_2_part,match_1_start_measure,match_2_start_measure,match_1_end_measure,match_2_end_measure
323,"(-2, 1, 1, 2, -2, 4)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,57,62,59,64
324,"(-2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],113,121,115,123
325,"(-2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,116,115,118
326,"(-2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,113,124,115,126
327,"(-2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,116,123,118
328,"(-2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,121,124,123,126
329,"(-2, 1, 3, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,116,124,118,126
333,"(-2, 2, -4, 2, -3, 2)",0.0,Ave Maria,Ave Maria,Bassus,Bassus,42,51,43,52
336,"(-2, 2, -3, 2, -3, 2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,50,50,51,51
339,"(-2, 2, -3, 2, -3, 2)",0.0,Ave Maria,Ave Maria,Bassus,Bassus,42,51,43,52
341,"(-2, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Altus,65,67,67,69
344,"(-2, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,65,68,67,70
345,"(-2, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Bassus,65,70,67,72
348,"(-2, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Tenor,67,68,69,70
349,"(-2, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,67,70,69,72
355,"(-2, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,68,70,70,72
356,"(-2, 2, -3, 2, -2, 2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,50,50,51,51
360,"(-2, 2, -2, 4, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,9,13,11,15
371,"(-2, 2, 2, -3, -2, -2)",0.6666666666666667,Ave Maria,Ave Maria,[Superius],Tenor,51,91,52,92
373,"(-2, 2, 2, -3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Altus,55,55,57,58
374,"(-2, 2, 2, -3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,55,60,57,62
376,"(-2, 2, 2, -3, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Bassus,55,60,57,63
377,"(-2, 2, 2, -3, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Tenor,55,60,58,62
379,"(-2, 2, 2, -3, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,55,60,58,63
381,"(-2, 2, 2, -3, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,60,60,62,63
394,"(-2, 2, 2, -2, -2, -2)",0.6666666666666667,Ave Maria,Ave Maria,[Superius],Tenor,51,91,52,92
396,"(-2, 2, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Altus,55,55,57,58
398,"(-2, 2, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,55,60,57,62
400,"(-2, 2, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Bassus,55,60,57,63
402,"(-2, 2, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Tenor,55,60,58,62
404,"(-2, 2, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,55,60,58,63
409,"(-2, 2, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,60,60,62,63
413,"(-2, 4, -2, -2, 2, 2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,10,14,12,16
424,"(1, -5, 1, 2, 1, -5)",0.0,Ave Maria,Ave Maria,Bassus,Bassus,94,98,97,101
429,"(1, -3, 1, 4, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,102,102,104,105
430,"(1, -3, 1, 4, 1, -3)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,100,100,103,103
431,"(1, -2, -2, -3, 5, -2)",0.0,Ave Maria,Ave Maria,Bassus,Bassus,114,122,117,125
432,"(1, -2, -2, -2, -2, 5)",0.0,Ave Maria,Ave Maria,Altus,Altus,111,119,113,121
433,"(1, -2, -2, 2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,133,136,137,140
434,"(1, 1, -5, 1, 2, 1)",0.0,Ave Maria,Ave Maria,Bassus,Bassus,94,98,96,100
435,"(1, 1, 2, -3, 2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,78,81,80,83
440,"(1, 1, 2, -2, -2, -2)",1.0,Ave Maria,Ave Maria,[Superius],Altus,40,94,43,95
441,"(1, 1, 2, -2, -2, -2)",1.0,Ave Maria,Ave Maria,[Superius],Altus,40,98,43,99
444,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,40,40,43,43
459,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],111,119,114,122
466,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,111,114,114,117
467,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,111,122,114,125
475,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,119,114,122,117
476,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,119,122,122,125
485,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,32,36,35,39
486,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,94,98,95,99
489,"(1, 1, 2, -2, -2, -2)",1.0,Ave Maria,Ave Maria,Altus,Tenor,94,40,95,43
495,"(1, 1, 2, -2, -2, -2)",1.0,Ave Maria,Ave Maria,Altus,Tenor,98,40,99,43
499,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,116,124,117,125
511,"(1, 1, 2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,114,122,117,125
514,"(1, 1, 2, -2, 4, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,57,62,59,64
515,"(1, 1, 2, 1, 2, 1)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],94,98,96,100
516,"(1, 1, 2, 1, 2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,94,94,96,97
517,"(1, 1, 2, 1, 2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,94,98,96,101
518,"(1, 1, 2, 1, 2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,98,94,100,97
519,"(1, 1, 2, 1, 2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,98,98,100,101
520,"(1, 1, 2, 1, 2, 1)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,94,98,97,101
521,"(1, 1, 5, 1, 2, -2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,78,81,80,83
523,"(1, 2, -3, 1, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,78,81,80,83
525,"(1, 2, -3, 2, -3, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,78,81,80,83
529,"(1, 2, -3, 2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,78,81,80,83
546,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,41,41,44,44
559,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],114,122,116,124
566,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,114,117,116,119
567,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,114,125,116,127
574,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,122,117,124,119
575,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,122,125,124,127
576,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,94,98,96,100
579,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,94,134,96,136
585,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,98,134,100,136
589,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,116,124,117,125
603,"(1, 2, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,117,125,119,127
604,"(1, 2, -2, -2, -2, 1)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],112,120,114,122
605,"(1, 2, -2, -2, -2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,112,115,114,117
606,"(1, 2, -2, -2, -2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,112,123,114,125
607,"(1, 2, -2, -2, -2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,120,115,122,117
608,"(1, 2, -2, -2, -2, 1)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,120,123,122,125
609,"(1, 2, -2, -2, -2, 1)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,115,123,117,125
611,"(1, 2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,[Superius],Altus,33,79,35,81
612,"(1, 2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,33,37,35,39
613,"(1, 2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,[Superius],Bassus,33,82,35,84
617,"(1, 2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,Altus,Tenor,79,37,81,39
618,"(1, 2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,Altus,Bassus,79,82,81,84
619,"(1, 2, -2, 1, -2, 2)",0.0,Ave Maria,Ave Maria,Tenor,Bassus,37,82,39,84
620,"(1, 2, -2, 4, -2, 2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,58,63,60,65
621,"(1, 2, 1, -3, 1, 4)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,99,99,102,102
622,"(1, 2, 1, 2, 1, -3)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],94,98,97,101
623,"(1, 2, 1, 2, 1, -3)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,94,94,97,97
624,"(1, 2, 1, 2, 1, -3)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,94,98,97,101
625,"(1, 2, 1, 2, 1, -3)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,98,94,101,97
626,"(1, 2, 1, 2, 1, -3)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,98,98,101,101
627,"(1, 2, 1, 2, 1, -3)",0.0,Ave Maria,Ave Maria,Tenor,Tenor,94,98,97,101
628,"(1, 2, 2, 1, 2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,31,35,34,38
637,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,41,41,44,44
654,"(1, 3, -2, -2, -2, -2)",0.5,Ave Maria,Ave Maria,[Superius],Altus,103,94,105,96
655,"(1, 3, -2, -2, -2, -2)",0.5,Ave Maria,Ave Maria,[Superius],Altus,103,98,105,100
659,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,103,103,105,105
662,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],[Superius],114,122,116,124
669,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,114,117,116,119
670,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,114,125,116,127
677,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,122,117,124,119
678,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,[Superius],Tenor,122,125,124,127
679,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,94,98,96,100
683,"(1, 3, -2, -2, -2, -2)",0.5,Ave Maria,Ave Maria,Altus,Tenor,94,103,96,105
689,"(1, 3, -2, -2, -2, -2)",0.5,Ave Maria,Ave Maria,Altus,Tenor,98,103,100,105
692,"(1, 3, -2, -2, -2, -2)",0.0,Ave Maria,Ave Maria,Altus,Altus,116,124,117,125
